Date,Exc50,Pav50,Exc90,Pav90,Exc10,Pav10,Avg,Basin
2024-01-15,1075.83,87.975,490.735,40.129,2387.953,195.273,1222.881,AMF
2024-01-15,81.259,63.307,14.74,11.484,315.561,245.846,128.357,CSN
2024-01-15,337.095,72.445,177.024,38.044,845.041,181.608,465.31,MKM
2024-01-15,543.057,78.458,252.45,36.472,1168.319,168.792,692.167,SNS
2024-01-15,779.635,64.1,483.481,39.751,1782.026,146.514,1216.286,TLG
2024-01-15,424.224,67.398,213.497,33.919,1052.418,167.202,629.429,MRC
2024-01-15,851.312,68.749,418.255,33.777,1839.23,148.53,1238.286,SJF
2024-01-15,786.196,64.25,430.675,35.196,1638.839,133.931,1223.643,KGF
2024-01-15,176.946,62.662,86.524,30.641,423.74,150.06,282.381,KWT
2024-01-15,32.903,54.708,14.354,23.866,63.582,105.718,60.143,SCC
2024-01-15,226.967,49.909,119.287,26.231,581.756,127.925,454.762,KRI
2024-01-15,213.271,84.384,84.809,33.556,370.499,146.594,252.738,TRF
2024-01-15,39.894,73.813,22.294,41.25,78.601,145.43,54.048,WFC
2024-01-15,124.968,66.548,69.512,37.016,277.472,147.76,187.786,EFC
2024-01-15,109.175,68.082,63.563,39.638,200.931,125.302,160.357,WWR
2024-01-15,20.993,33.652,10.001,16.032,83.497,133.85,62.381,EWR
2024-01-22,573.742,91.35,338.746,53.934,1038.298,165.315,628.071,TNL
2024-01-22,248.309,84.023,136.904,46.326,543.38,183.87,295.524,SDT
2024-01-22,324.862,86.007,243.11,64.364,547.6,144.977,377.714,MSS
2024-01-22,831.326,84.23,641.686,65.015,1274.097,129.091,986.976,PSH
2024-01-22,1399.636,81.109,1103.184,63.93,2508.993,145.397,1725.619,SIS
2024-01-22,1978.522,82.482,1347.817,56.189,3710.285,154.677,2398.738,SBB
2024-01-22,1348.02,80.938,768.998,46.172,2634.192,158.162,1665.5,FTO
2024-01-22,791.839,81.365,421.631,43.325,1768.841,181.757,973.19,YRS
2024-01-22,1076.519,88.031,499.01,40.806,2315.926,189.383,1222.881,AMF
2024-01-22,85.813,66.855,21.814,16.995,312.861,243.743,128.357,CSN
2024-01-22,320.479,68.874,181.318,38.967,751.942,161.6,465.31,MKM
2024-01-22,543.095,78.463,234.158,33.83,986.679,142.549,692.167,SNS
2024-01-22,838.655,68.952,489.574,40.252,1601.832,131.699,1216.286,TLG
2024-01-22,417.896,66.393,222.574,35.361,1034.358,164.333,629.429,MRC
2024-01-22,811.715,65.552,432.931,34.962,1532.235,123.738,1238.286,SJF
2024-01-22,763.573,62.402,432.973,35.384,1483.549,121.24,1223.643,KGF
2024-01-22,162.597,57.581,87.354,30.935,282.664,100.1,282.381,KWT
2024-01-22,29.386,48.861,12.873,21.404,60.29,100.244,60.143,SCC
2024-01-22,224.255,49.313,114.49,25.176,479.394,105.417,454.762,KRI
2024-01-22,214.009,84.676,89.019,35.222,306.074,121.103,252.738,TRF
2024-01-22,43.193,79.917,24.003,44.411,72.529,134.194,54.048,WFC
2024-01-22,126.227,67.219,73.017,38.883,256.827,136.766,187.786,EFC
2024-01-22,116.363,72.565,68.005,42.409,174.586,108.873,160.357,WWR
2024-01-22,29.012,46.508,11.061,17.732,66.51,106.619,62.381,EWR
2024-01-29,591.328,94.15,396.259,63.091,1043.732,166.181,628.071,TNL
2024-01-29,248.3,84.02,131.174,44.387,531.667,179.907,295.524,SDT
2024-01-29,324.722,85.97,237.749,62.944,549.527,145.487,377.714,MSS
2024-01-29,815.28,82.604,639.353,64.779,1259.423,127.604,986.976,PSH
2024-01-29,1458.469,84.519,1105.616,64.071,2486.678,144.104,1725.619,SIS
2024-01-29,2031.541,84.692,1427.038,59.491,3717.541,154.979,2398.738,SBB
2024-01-29,1344.646,80.735,636.221,38.2,2697.06,161.937,1665.5,FTO
2024-01-29,797.758,81.973,329.769,33.885,1780.64,182.969,973.19,YRS
2024-01-29,1008.411,82.462,407.878,33.354,2284.679,186.828,1222.881,AMF
2024-01-29,80.851,62.989,26.013,20.266,312.034,243.098,128.357,CSN
2024-01-29,314.708,67.634,166.894,35.867,783.914,168.471,465.31,MKM
2024-01-29,430.642,62.216,218.82,31.614,1038.647,150.057,692.167,SNS
2024-01-29,767.422,63.096,491.336,40.396,1568.057,128.922,1216.286,TLG
2024-01-29,384.963,61.161,230.5,36.62,896.654,142.455,629.429,MRC
2024-01-29,779.094,62.917,423.216,34.178,1541.628,124.497,1238.286,SJF
2024-01-29,741.709,60.615,428.701,35.035,1390.33,113.622,1223.643,KGF
2024-01-29,140.664,49.814,85.532,30.29,280.458,99.319,282.381,KWT
2024-01-29,28.509,47.403,14.324,23.816,59.564,99.038,60.143,SCC
2024-01-29,227.375,49.999,114.971,25.282,420.073,92.372,454.762,KRI
2024-01-29,200.972,79.518,77.048,30.485,281.512,111.385,252.738,TRF
2024-01-29,40.014,74.034,21.523,39.822,63.816,118.074,54.048,WFC
2024-01-29,119.064,63.404,69.554,37.039,227.484,121.14,187.786,EFC
2024-01-29,110.377,68.832,65.687,40.963,173.757,108.356,160.357,WWR
2024-01-29,21.818,34.975,10.003,16.035,65.411,104.858,62.381,EWR
2024-02-01,644.433,102.605,466.91,74.34,1074.661,171.105,628.071,TNL
2024-02-01,281.571,95.279,171.478,58.025,557.364,188.602,295.524,SDT
2024-02-01,399.646,105.806,273.375,72.376,587.981,155.668,377.714,MSS
2024-02-01,845.263,85.642,693.344,70.249,1274.947,129.177,986.976,PSH
2024-02-01,1551.114,89.887,1172.24,67.932,2479.382,143.681,1725.619,SIS
2024-02-01,2105.336,87.768,1614.265,67.296,3732.174,155.589,2398.738,SBB
2024-02-01,1429.44,85.826,675.478,40.557,2861.542,171.813,1665.5,FTO
2024-02-01,848.33,87.17,346.695,35.625,1817.462,186.753,973.19,YRS
2024-02-01,1090.906,89.208,513.679,42.006,2252.708,184.213,1222.881,AMF
2024-02-01,99.563,77.568,27.622,21.52,306.459,238.755,128.357,CSN
2024-02-01,413.52,88.87,221.687,47.643,762.577,163.886,465.31,MKM
2024-02-01,618.008,89.286,285.027,41.179,1059.492,153.069,692.167,SNS
2024-02-01,1284.534,105.611,640.929,52.696,1815.575,149.272,1216.286,TLG
2024-02-01,599.702,95.277,304.733,48.414,1060.411,168.472,629.429,MRC
2024-02-01,1226.387,99.039,561.021,45.306,1909.222,154.183,1238.286,SJF
2024-02-01,1175.521,96.067,496.917,40.61,1950.05,159.364,1223.643,KGF
2024-02-01,231.771,82.077,99.097,35.093,431.678,152.871,282.381,KWT
2024-02-01,47.084,78.287,19.739,32.82,92.076,153.095,60.143,SCC
2024-02-01,419.054,92.148,172.013,37.825,809.839,178.08,454.762,KRI
2024-02-01,218.422,86.422,89.701,35.492,284.603,112.608,252.738,TRF
2024-02-01,47.745,88.34,27.724,51.296,71.577,132.433,54.048,WFC
2024-02-01,165.612,88.192,82.775,44.08,253.951,135.235,187.786,EFC
2024-02-01,136.68,85.235,78.632,49.036,175.675,109.552,160.357,WWR
2024-02-01,34.401,55.147,16.104,25.815,65.55,105.08,62.381,EWR
